Question,Answers,Comment,Instructions,Render as
単衣,ひとえ,special reading,読みを入力してください,Text
刀背,むね,special reading,読みを入力してください,Text
同胞,はらから,★ special reading,読みを入力してください,Text
武士,さむらい,rarely used form special reading,読みを入力してください,Text
"明日
①「あした」の少し改まった言い方。みょうにち。
②近い将来。また、未来。
「━の世代・━をも知らぬ身」",あす,★ priority form special reading,読みを入力してください,Text
傀儡,くぐつ,special reading,読みを入力してください,Text
針魚,さより,special reading,読みを入力してください,Text
両親,ふたおや,★ special reading,読みを入力してください,Text
衣嚢,かくし,special reading,読みを入力してください,Text
心算,つもり,special reading,読みを入力してください,Text
野木瓜,むべ,special reading,読みを入力してください,Text
海桐花,とべら,rarely used form special reading,読みを入力してください,Text
御稜威,みいつ,special reading,読みを入力してください,Text
早苗饗,さなぶり,special reading,読みを入力してください,Text
海人草,まくり,rarely used form special reading,読みを入力してください,Text
曹白魚,ひら,special reading,読みを入力してください,Text
啄木鳥,きつつき,special reading,読みを入力してください,Text
筆頭菜,つくし,special reading,読みを入力してください,Text
盟神探湯,くかたち,special reading,読みを入力してください,Text
暗黒微笑,ダークネススマイリング,special reading,読みを入力してください,Text
緑啄木鳥,あおげら,special reading,読みを入力してください,Text
