Question,Answers,Comment,freq_jpdb,moyenne_freq
事務所,"じむしょ",読みを入力してください,4035,169
魅力的,"みりょくてき",読みを入力してください,4038,464
反射的,"はんしゃてき",読みを入力してください,4053,363
意地悪,"いじわる",読みを入力してください,4136,76
図書館,"としょかん,ずしょかん",読みを入力してください,4217,478
自転車,"じてんしゃ,じでんしゃ",読みを入力してください,4228,183
目的地,"もくてきち",読みを入力してください,4231,63
好奇心,"こうきしん",読みを入力してください,4339,318
反対側,"はんたいがわ",読みを入力してください,4361,289
生意気,"なまいき",読みを入力してください,4369,31
中学生,"ちゅうがくせい",読みを入力してください,4459,39
可哀想,"かわいそう",読みを入力してください,4519,601
無関係,"むかんけい",読みを入力してください,4524,184
結婚式,"けっこんしき",読みを入力してください,4578,307
初対面,"しょたいめん,はつたいめん",読みを入力してください,4632,120
緊張感,"きんちょうかん",読みを入力してください,4636,333
日本語,"にほんご,にっぽんご",読みを入力してください,4705,122
不安定,"ふあんてい",読みを入力してください,4721,151
決定的,"けっていてき",読みを入力してください,4732,123
二度目,"にどめ",読みを入力してください,4749,55
冷蔵庫,"れいぞうこ",読みを入力してください,4755,787
最低限,"さいていげん",読みを入力してください,4815,335
無防備,"むぼうび",読みを入力してください,4820,331
同級生,"どうきゅうせい",読みを入力してください,4845,254
上半身,"じょうはんしん,かみはんしん",読みを入力してください,4880,142
大規模,"だいきぼ",読みを入力してください,4906,591
不愉快,"ふゆかい",読みを入力してください,4923,820
下半身,"かはんしん,しもはんしん",読みを入力してください,4976,150
結果的,"けっかてき",読みを入力してください,5061,166
数時間,"すうじかん",読みを入力してください,5106,81
手加減,"てかげん",読みを入力してください,5141,318
教科書,"きょうかしょ",読みを入力してください,5163,344
犯罪者,"はんざいしゃ",読みを入力してください,5185,360
不自由,"ふじゆう",読みを入力してください,5250,140
不器用,"ぶきよう,ぶきっちょ,ぶきっちょう",読みを入力してください,5256,208
飛行機,"ひこうき",読みを入力してください,5309,150
絶望的,"ぜつぼうてき",読みを入力してください,5366,219
一般人,"いっぱんじん",読みを入力してください,5406,395
午前中,"ごぜんちゅう",読みを入力してください,5423,304
喫茶店,"きっさてん,きっちゃてん",読みを入力してください,5436,740
無造作,"むぞうさ",読みを入力してください,5466,290
物理的,"ぶつりてき",読みを入力してください,5516,67
私自身,"わたしじしん,わたくしじしん",読みを入力してください,5530,42
後頭部,"こうとうぶ",読みを入力してください,5631,86
明後日,"あさって,みょうごにち",読みを入力してください,5640,44
現実的,"げんじつてき",読みを入力してください,5660,109
一直線,"いっちょくせん",読みを入力してください,5675,135
致命的,"ちめいてき",読みを入力してください,5704,401
日曜日,"にちようび",読みを入力してください,5724,258
他人事,"ひとごと,たにんごと",読みを入力してください,5779,90
上機嫌,"じょうきげん",読みを入力してください,5802,155
商店街,"しょうてんがい",読みを入力してください,5851,438
従業員,"じゅうぎょういん",読みを入力してください,5870,397
真正面,"ましょうめん,まっしょうめん,まとも",読みを入力してください,5874,135
根本的,"こんぽんてき",読みを入力してください,5882,232
説得力,"せっとくりょく",読みを入力してください,5904,210
保護者,"ほごしゃ",読みを入力してください,5906,309
最大限,"さいだいげん",読みを入力してください,5955,129
強制的,"きょうせいてき",読みを入力してください,5965,204
二週間,"にしゅうかん",読みを入力してください,6001,211
土下座,"どげざ",読みを入力してください,6030,298
運転手,"うんてんしゅ",読みを入力してください,6036,204
弁護士,"べんごし",読みを入力してください,6127,431
対照的,"たいしょうてき",読みを入力してください,6129,341
価値観,"かちかん",読みを入力してください,6131,655
定期的,"ていきてき",読みを入力してください,6133,179
絶対的,"ぜったいてき",読みを入力してください,6153,132
研究所,"けんきゅうじょ,けんきゅうしょ",読みを入力してください,6166,486
委員長,"いいんちょう",読みを入力してください,6236,405
参加者,"さんかしゃ",読みを入力してください,6246,264
存在感,"そんざいかん",読みを入力してください,6250,203
報告書,"ほうこくしょ",読みを入力してください,6437,251
自動車,"じどうしゃ",読みを入力してください,6438,101
専門家,"せんもんか",読みを入力してください,6523,532
責任者,"せきにんしゃ",読みを入力してください,6550,360
客観的,"きゃっかんてき,かっかんてき",読みを入力してください,6609,370
不可解,"ふかかい",読みを入力してください,6630,148
数日後,"すうじつご",読みを入力してください,6657,84
時間帯,"じかんたい",読みを入力してください,6659,213
正反対,"せいはんたい",読みを入力してください,6661,183
最優先,"さいゆうせん",読みを入力してください,6668,115
留守番,"るすばん",読みを入力してください,6735,426
無責任,"むせきにん",読みを入力してください,6763,364
二十歳,"はたとせ,はたち,にじゅっさい,にじっさい",読みを入力してください,6777,311
土曜日,"どようび",読みを入力してください,6841,414
全体的,"ぜんたいてき",読みを入力してください,6849,58
委員会,"いいんかい",読みを入力してください,6857,397
一昨日,"おととい,おとつい,いっさくじつ",読みを入力してください,6859,131
当事者,"とうじしゃ",読みを入力してください,6861,31
大学生,"だいがくせい",読みを入力してください,6910,33
救急車,"きゅうきゅうしゃ",読みを入力してください,6915,369
彼自身,"かれじしん",読みを入力してください,6958,55
政治家,"せいじか",読みを入力してください,6961,369
世界一,"せかいいち",読みを入力してください,7027,81
危険性,"きけんせい",読みを入力してください,7036,325
警戒心,"けいかいしん",読みを入力してください,7068,500
意図的,"いとてき",読みを入力してください,7072,256
効果的,"こうかてき",読みを入力してください,7077,336
居心地,"いごこち",読みを入力してください,7081,179
現時点,"げんじてん",読みを入力してください,7131,145
長時間,"ちょうじかん",読みを入力してください,7132,34
集中力,"しゅうちゅうりょく",読みを入力してください,7148,105
一日中,"いちにちじゅう",読みを入力してください,7155,11
警察官,"けいさつかん",読みを入力してください,7160,424
容疑者,"ようぎしゃ",読みを入力してください,7168,372
身勝手,"みがって",読みを入力してください,7169,76
好都合,"こうつごう",読みを入力してください,7211,121
犠牲者,"ぎせいしゃ",読みを入力してください,7247,941
本能的,"ほんのうてき",読みを入力してください,7265,97
一人前,"いちにんまえ,ひとりまえ",読みを入力してください,7276,6
研究者,"けんきゅうしゃ",読みを入力してください,7277,467
社会的,"しゃかいてき",読みを入力してください,7279,113
外国人,"がいこくじん",読みを入力してください,7282,62
仕事中,"しごとちゅう",読みを入力してください,7283,53
第三者,"だいさんしゃ",読みを入力してください,7317,171
有名人,"ゆうめいじん",読みを入力してください,7327,163
短時間,"たんじかん",読みを入力してください,7356,298
寝不足,"ねぶそく",読みを入力してください,7413,166
自動的,"じどうてき",読みを入力してください,7415,56
危機感,"ききかん",読みを入力してください,7416,224
大部分,"だいぶぶん",読みを入力してください,7456,20
北海道,"ほっかいどう",読みを入力してください,7469,262
直接的,"ちょくせつてき",読みを入力してください,7475,265
影響力,"えいきょうりょく",読みを入力してください,7509,373
政治的,"せいじてき",読みを入力してください,7522,373
合理的,"ごうりてき",読みを入力してください,7545,61
数年前,"すうねんまえ",読みを入力してください,7555,83
必然的,"ひつぜんてき",読みを入力してください,7616,138
最小限,"さいしょうげん",読みを入力してください,7622,163
大統領,"だいとうりょう",読みを入力してください,7627,523
中学校,"ちゅうがっこう",読みを入力してください,7710,94
何時間,"なんじかん",読みを入力してください,7718,15
全面的,"ぜんめんてき",読みを入力してください,7758,82
範囲内,"はんいない",読みを入力してください,7776,618
衝撃的,"しょうげきてき",読みを入力してください,7815,427
無関心,"むかんしん",読みを入力してください,7823,89
肉体的,"にくたいてき",読みを入力してください,7829,181
安心感,"あんしんかん",読みを入力してください,7863,106
感情的,"かんじょうてき",読みを入力してください,7864,91
不都合,"ふつごう",読みを入力してください,7904,119
短期間,"たんきかん",読みを入力してください,7905,390
方向性,"ほうこうせい",読みを入力してください,7910,77
想像力,"そうぞうりょく",読みを入力してください,7917,267
理想的,"りそうてき",読みを入力してください,7918,136
効率的,"こうりつてき",読みを入力してください,7928,493
印象的,"いんしょうてき",読みを入力してください,7930,460
中心部,"ちゅうしんぶ",読みを入力してください,7932,41
歴史的,"れきしてき",読みを入力してください,7940,622
事実上,"じじつじょう",読みを入力してください,7947,41
不公平,"ふこうへい",読みを入力してください,7960,233
必要性,"ひつようせい",読みを入力してください,8013,155
典型的,"てんけいてき",読みを入力してください,8020,693
実質的,"じっしつてき",読みを入力してください,8025,217
無条件,"むじょうけん",読みを入力してください,8035,374
日常的,"にちじょうてき",読みを入力してください,8048,151
担当者,"たんとうしゃ",読みを入力してください,8051,288
世界的,"せかいてき",読みを入力してください,8052,109
経済的,"けいざいてき",読みを入力してください,8055,346
第一歩,"だいいっぽ",読みを入力してください,8073,179
不可欠,"ふかけつ",読みを入力してください,8115,436
東京都,"とうきょうと",読みを入力してください,8117,211
婚約者,"こんやくしゃ",読みを入力してください,8126,227
使用人,"しようにん",読みを入力してください,8149,76
騎士団,"きしだん",読みを入力してください,8170,386
冒険者,"ぼうけんしゃ",読みを入力してください,8178,444
異世界,"いせかい",読みを入力してください,8181,240
魔術師,"まじゅつし",読みを入力してください,8216,235
旦那様,"だんなさま",読みを入力してください,8225,641
生徒会,"せいとかい",読みを入力してください,8240,189
魔法陣,"まほうじん",読みを入力してください,8375,379
体育館,"たいいくかん,たいくかん",読みを入力してください,8377,393
執務室,"しつむしつ",読みを入力してください,8410,569
子供達,"こどもたち",読みを入力してください,8417,145
文化祭,"ぶんかさい",読みを入力してください,8502,383
一年生,"いちねんせい",読みを入力してください,8514,19
侵入者,"しんにゅうしゃ",読みを入力してください,8538,397
看護師,"かんごし",読みを入力してください,8547,658
料理人,"りょうりにん",読みを入力してください,8556,131
図書室,"としょしつ",読みを入力してください,8564,365
幼馴染,"おさななじみ,おさなじみ",読みを入力してください,8597,1042
研究室,"けんきゅうしつ",読みを入力してください,8613,553
初心者,"しょしんしゃ",読みを入力してください,8616,80
指揮官,"しきかん",読みを入力してください,8640,617
致命傷,"ちめいしょう",読みを入力してください,8645,528
吸血鬼,"きゅうけつき",読みを入力してください,8713,555
駐車場,"ちゅうしゃじょう",読みを入力してください,8736,618
授業中,"じゅぎょうちゅう",読みを入力してください,8810,322
難易度,"なんいど",読みを入力してください,8841,561
保健室,"ほけんしつ",読みを入力してください,8850,577
大袈裟,"おおげさ",読みを入力してください,8869,1559
遊園地,"ゆうえんち",読みを入力してください,8879,302
攻撃力,"こうげきりょく",読みを入力してください,8881,201
風呂場,"ふろば",読みを入力してください,8904,397
想定外,"そうていがい",読みを入力してください,8910,173
威圧感,"いあつかん",読みを入力してください,8925,615
会議室,"かいぎしつ",読みを入力してください,8934,231
部外者,"ぶがいしゃ",読みを入力してください,8943,61
王太子,"おうたいし",読みを入力してください,8946,189
着信音,"ちゃくしんおん",読みを入力してください,9034,129
破壊力,"はかいりょく",読みを入力してください,9132,335
嫌悪感,"けんおかん",読みを入力してください,9137,129
職員室,"しょくいんしつ",読みを入力してください,9162,371
距離感,"きょりかん",読みを入力してください,9176,391
連絡先,"れんらくさき",読みを入力してください,9242,226
世間話,"せけんばなし",読みを入力してください,9322,52
後継者,"こうけいしゃ",読みを入力してください,9383,313
二年生,"にねんせい",読みを入力してください,9406,46
警備員,"けいびいん",読みを入力してください,9413,290
地下室,"ちかしつ",読みを入力してください,9416,137
特徴的,"とくちょうてき",読みを入力してください,9424,582
暗殺者,"あんさつしゃ",読みを入力してください,9441,275
遠距離,"えんきょり",読みを入力してください,9450,489
協力者,"きょうりょくしゃ",読みを入力してください,9453,262
真夜中,"まよなか",読みを入力してください,9465,127
受話器,"じゅわき",読みを入力してください,9476,208
生命力,"せいめいりょく",読みを入力してください,9507,89
小動物,"しょうどうぶつ",読みを入力してください,9526,73
大歓迎,"だいかんげい",読みを入力してください,9529,614
不本意,"ふほんい",読みを入力してください,9532,60
経験値,"けいけんち",読みを入力してください,9535,510
上層部,"じょうそうぶ",読みを入力してください,9548,350
掲示板,"けいじばん",読みを入力してください,9627,987
洗濯物,"せんたくもの,せんたくもん",読みを入力してください,9631,846
支配者,"しはいしゃ",読みを入力してください,9667,240
三年生,"さんねんせい",読みを入力してください,9709,85
爆発音,"ばくはつおん",読みを入力してください,9749,236
怪我人,"けがにん",読みを入力してください,9754,254
一段落,"いちだんらく,ひとだんらく",読みを入力してください,9757,185
不審者,"ふしんしゃ",読みを入力してください,9774,412
腕時計,"うでどけい",読みを入力してください,9818,275
二十五,"にじゅうご",読みを入力してください,9863,296
張本人,"ちょうほんにん",読みを入力してください,9907,52
非常識,"ひじょうしき",読みを入力してください,9960,497
遺伝子,"いでんし",読みを入力してください,10018,368
修羅場,"しゅらば,しゅらじょう",読みを入力してください,10020,712
戦闘力,"せんとうりょく",読みを入力してください,10024,244
不用意,"ふようい",読みを入力してください,10026,92
人気者,"にんきもの",読みを入力してください,10052,16
同年代,"どうねんだい",読みを入力してください,10055,80
孤児院,"こじいん",読みを入力してください,10062,899
誰一人,"だれひとり",読みを入力してください,10109,38
最上階,"さいじょうかい",読みを入力してください,10139,206
好意的,"こういてき",読みを入力してください,10228,83
優等生,"ゆうとうせい",読みを入力してください,10235,310
不快感,"ふかいかん",読みを入力してください,10329,309
邪魔者,"じゃまもの",読みを入力してください,10334,206
幼稚園,"ようちえん",読みを入力してください,10350,1040
不完全,"ふかんぜん",読みを入力してください,10352,168
味噌汁,"みそしる",読みを入力してください,10354,1146
応接室,"おうせつしつ",読みを入力してください,10360,358
常識的,"じょうしきてき",読みを入力してください,10365,288
一対一,"いちたいいち,いったいいち",読みを入力してください,10382,35
大成功,"だいせいこう",読みを入力してください,10459,380
舞踏会,"ぶとうかい",読みを入力してください,10530,458
招待状,"しょうたいじょう",読みを入力してください,10546,514
目撃者,"もくげきしゃ",読みを入力してください,10576,85
二人分,"ふたりぶん",読みを入力してください,10617,32
二番目,"にばんめ",読みを入力してください,10636,100
関係性,"かんけいせい",読みを入力してください,10666,205
大広間,"おおひろま",読みを入力してください,10667,128
無効化,"むこうか",読みを入力してください,10724,300
二十代,"にじゅうだい",読みを入力してください,10804,166
一年前,"いちねんまえ",読みを入力してください,10817,16
路地裏,"ろじうら",読みを入力してください,10827,371
身支度,"みじたく",読みを入力してください,10849,199
指導者,"しどうしゃ",読みを入力してください,10866,315
一大事,"いちだいじ",読みを入力してください,10872,9
所有者,"しょゆうしゃ",読みを入力してください,10905,173
神経質,"しんけいしつ",読みを入力してください,10911,315
全速力,"ぜんそくりょく",読みを入力してください,10916,156
住宅街,"じゅうたくがい",読みを入力してください,10952,654
意味深,"いみしん,いみぶか",読みを入力してください,10959,189
立候補,"りっこうほ",読みを入力してください,10975,645
通行人,"つうこうにん",読みを入力してください,11028,32
観光客,"かんこうきゃく",読みを入力してください,11051,429
奇跡的,"きせきてき",読みを入力してください,11056,558
最前線,"さいぜんせん",読みを入力してください,11082,102
思春期,"ししゅんき",読みを入力してください,11104,358
宇宙人,"うちゅうじん",読みを入力してください,11119,568
衝撃波,"しょうげきは",読みを入力してください,11129,627
表面上,"ひょうめんじょう",読みを入力してください,11133,108
無慈悲,"むじひ",読みを入力してください,11138,794
救世主,"きゅうせいしゅ",読みを入力してください,11141,303
全世界,"ぜんせかい",読みを入力してください,11166,95
広範囲,"こうはんい",読みを入力してください,11169,690
身体中,"しんたいじゅう",読みを入力してください,11234,50
警視庁,"けいしちょう",読みを入力してください,11253,586
無機質,"むきしつ",読みを入力してください,11268,243
後始末,"あとしまつ",読みを入力してください,11275,314
調味料,"ちょうみりょう",読みを入力してください,11277,217
二人組,"ふたりぐみ,ににんぐみ",読みを入力してください,11309,134
精神力,"せいしんりょく",読みを入力してください,11315,185
洗面所,"せんめんじょ",読みを入力してください,11329,352
断末魔,"だんまつま",読みを入力してください,11357,357
運転席,"うんてんせき",読みを入力してください,11370,411
悪趣味,"あくしゅみ",読みを入力してください,11374,467
社会人,"しゃかいじん",読みを入力してください,11380,84
無愛想,"ぶあいそう,ぶあいそ",読みを入力してください,11404,154
幻想的,"げんそうてき",読みを入力してください,11408,498
神秘的,"しんぴてき",読みを入力してください,11435,293
共通点,"きょうつうてん",読みを入力してください,11442,246
有意義,"ゆういぎ",読みを入力してください,11444,312
上出来,"じょうでき",読みを入力してください,11520,19
様子見,"ようすみ",読みを入力してください,11531,19
新入生,"しんにゅうせい",読みを入力してください,11554,66
金属音,"きんぞくおん",読みを入力してください,11562,343
理事長,"りじちょう",読みを入力してください,11611,45
管理人,"かんりにん",読みを入力してください,11630,299
未成年,"みせいねん",読みを入力してください,11631,238
実力者,"じつりょくしゃ",読みを入力してください,11654,54
必殺技,"ひっさつわざ",読みを入力してください,11657,283
社交界,"しゃこうかい",読みを入力してください,11662,243
転校生,"てんこうせい",読みを入力してください,11665,169
逆効果,"ぎゃくこうか,ぎゃっこうか",読みを入力してください,11672,500
助手席,"じょしゅせき",読みを入力してください,11673,302
月曜日,"げつようび",読みを入力してください,11703,286
機械的,"きかいてき",読みを入力してください,11708,539
司令官,"しれいかん",読みを入力してください,11730,599
卒業式,"そつぎょうしき",読みを入力してください,11738,582
一時期,"いちじき",読みを入力してください,11750,108
下腹部,"かふくぶ",読みを入力してください,11763,182
芸術家,"げいじゅつか",読みを入力してください,11827,460
入学式,"にゅうがくしき",読みを入力してください,11853,181
一番上,"いちばんうえ",読みを入力してください,11854,70
科学者,"かがくしゃ",読みを入力してください,11858,271
手料理,"てりょうり",読みを入力してください,11873,136
数日間,"すうじつかん",読みを入力してください,11947,76
半透明,"はんとうめい",読みを入力してください,11974,513
十字架,"じゅうじか",読みを入力してください,11978,869
大怪我,"おおけが",読みを入力してください,11982,256
長椅子,"ながいす",読みを入力してください,12061,438
更衣室,"こういしつ",読みを入力してください,12063,585
時間的,"じかんてき",読みを入力してください,12109,43
金曜日,"きんようび",読みを入力してください,12110,302
上級生,"じょうきゅうせい",読みを入力してください,12118,241
責任感,"せきにんかん",読みを入力してください,12139,365
正義感,"せいぎかん",読みを入力してください,12141,235
大問題,"だいもんだい",読みを入力してください,12154,147
今現在,"いまげんざい",読みを入力してください,12221,139
好感度,"こうかんど",読みを入力してください,12302,66
一年間,"いちねんかん",読みを入力してください,12303,18
刑務所,"けいむしょ",読みを入力してください,12315,445
健康的,"けんこうてき",読みを入力してください,12346,839
繁華街,"はんかがい",読みを入力してください,12351,1005
爆発的,"ばくはつてき",読みを入力してください,12370,229
小細工,"こざいく",読みを入力してください,12380,410
本拠地,"ほんきょち",読みを入力してください,12404,305
羞恥心,"しゅうちしん",読みを入力してください,12449,940
十二月,"じゅうにがつ",読みを入力してください,12464,148
別行動,"べつこうどう",読みを入力してください,12476,79
不謹慎,"ふきんしん",読みを入力してください,12503,1176
差出人,"さしだしにん",読みを入力してください,12513,137
野次馬,"やじうま",読みを入力してください,12528,242
不規則,"ふきそく",読みを入力してください,12538,754
装飾品,"そうしょくひん",読みを入力してください,12620,667
無遠慮,"ぶえんりょ",読みを入力してください,12636,481
暴力的,"ぼうりょくてき",読みを入力してください,12650,247
小規模,"しょうきぼ",読みを入力してください,12714,625
仏頂面,"ぶっちょうづら",読みを入力してください,12725,753
飲食店,"いんしょくてん",読みを入力してください,12736,198
映画館,"えいがかん",読みを入力してください,12753,479
長距離,"ちょうきょり",読みを入力してください,12757,394
金属製,"きんぞくせい",読みを入力してください,12773,603
圧迫感,"あっぱくかん",読みを入力してください,12778,591
無神経,"むしんけい",読みを入力してください,12804,171
動物園,"どうぶつえん",読みを入力してください,12811,162
居酒屋,"いざかや",読みを入力してください,12817,415
攻撃的,"こうげきてき",読みを入力してください,12825,216
刺激的,"しげきてき",読みを入力してください,12839,446
再確認,"さいかくにん",読みを入力してください,12842,272
恐怖心,"きょうふしん",読みを入力してください,12843,276
論理的,"ろんりてき",読みを入力してください,12850,231
活性化,"かっせいか",読みを入力してください,12862,213
生活費,"せいかつひ",読みを入力してください,12867,434
大好物,"だいこうぶつ",読みを入力してください,12868,53
間一髪,"かんいっぱつ",読みを入力してください,12875,162
記憶力,"きおくりょく",読みを入力してください,12924,345
過保護,"かほご",読みを入力してください,12950,372
黄金色,"こがねいろ",読みを入力してください,12964,465
心配性,"しんぱいしょう",読みを入力してください,12976,128
女生徒,"じょせいと",読みを入力してください,13034,186
友好的,"ゆうこうてき",読みを入力してください,13048,167
最後尾,"さいこうび",読みを入力してください,13061,333
数週間,"すうしゅうかん",読みを入力してください,13067,250
労働者,"ろうどうしゃ",読みを入力してください,13071,467
交差点,"こうさてん",読みを入力してください,13074,346
寝間着,"ねまき",読みを入力してください,13103,131
本質的,"ほんしつてき",読みを入力してください,13113,197
大雑把,"おおざっぱ",読みを入力してください,13115,776
十一時,"じゅういちじ",読みを入力してください,13141,98
候補者,"こうほしゃ",読みを入力してください,13161,635
今一度,"いまいちど",読みを入力してください,13164,21
権力者,"けんりょくしゃ",読みを入力してください,13220,238
最終日,"さいしゅうび",読みを入力してください,13241,70
行動力,"こうどうりょく",読みを入力してください,13274,37
大活躍,"だいかつやく",読みを入力してください,13322,499
建造物,"けんぞうぶつ",読みを入力してください,13347,522
現実味,"げんじつみ",読みを入力してください,13353,112
不死身,"ふじみ",読みを入力してください,13356,92
契約書,"けいやくしょ",読みを入力してください,13366,537
達成感,"たっせいかん",読みを入力してください,13367,114
科学的,"かがくてき",読みを入力してください,13374,287
数十年,"すうじゅうねん",読みを入力してください,13376,168
人一倍,"ひといちばい",読みを入力してください,13410,352
仕事場,"しごとば",読みを入力してください,13431,64
経営者,"けいえいしゃ",読みを入力してください,13448,400
目論見,"もくろみ",読みを入力してください,13458,195
規格外,"きかくがい",読みを入力してください,13460,443
負傷者,"ふしょうしゃ",読みを入力してください,13474,257
美術館,"びじゅつかん",読みを入力してください,13480,381
男同士,"おとこどうし",読みを入力してください,13504,113
副作用,"ふくさよう",読みを入力してください,13513,451
副会長,"ふくかいちょう",読みを入力してください,13522,417
頭蓋骨,"ずがいこつ,とうがいこつ",読みを入力してください,13552,908
数分後,"すうふんご",読みを入力してください,13558,85
臆病者,"おくびょうもの",読みを入力してください,13573,799
自販機,"じはんき",読みを入力してください,13576,512
一安心,"ひとあんしん",読みを入力してください,13639,90
小説家,"しょうせつか",読みを入力してください,13662,172
障害物,"しょうがいぶつ",読みを入力してください,13674,549
一足先,"ひとあしさき",読みを入力してください,13711,66
瞬間的,"しゅんかんてき",読みを入力してください,13718,160
人間性,"にんげんせい",読みを入力してください,13738,43
首謀者,"しゅぼうしゃ",読みを入力してください,13748,593
支配下,"しはいか",読みを入力してください,13758,242
信憑性,"しんぴょうせい",読みを入力してください,13773,689
部活動,"ぶかつどう",読みを入力してください,13777,134
学園祭,"がくえんさい",読みを入力してください,13801,368
十一月,"じゅういちがつ",読みを入力してください,13803,120
一部分,"いちぶぶん",読みを入力してください,13806,18
名探偵,"めいたんてい",読みを入力してください,13810,627
世界観,"せかいかん",読みを入力してください,13818,265
卒業生,"そつぎょうせい",読みを入力してください,13826,444
生命体,"せいめいたい",読みを入力してください,13829,89
解決策,"かいけつさく",読みを入力してください,13837,400
自尊心,"じそんしん",読みを入力してください,13844,447
出版社,"しゅっぱんしゃ",読みを入力してください,13849,436
管理者,"かんりしゃ",読みを入力してください,13851,311
殺人鬼,"さつじんき",読みを入力してください,13861,293
事務的,"じむてき",読みを入力してください,13868,166
仲間達,"なかまたち",読みを入力してください,13874,150
判断力,"はんだんりょく",読みを入力してください,13875,274
忠誠心,"ちゅうせいしん",読みを入力してください,13880,897
芸能人,"げいのうじん",読みを入力してください,13937,396
依頼人,"いらいにん",読みを入力してください,13943,340
紙一重,"かみひとえ",読みを入力してください,13945,281
先生方,"せんせいがた",読みを入力してください,13947,29
一晩中,"ひとばんじゅう",読みを入力してください,14027,363
鉄格子,"てつごうし",読みを入力してください,14037,351
大理石,"だいりせき",読みを入力してください,14057,139
観客席,"かんきゃくせき",読みを入力してください,14075,554
闘技場,"とうぎじょう",読みを入力してください,14114,396
小部屋,"こべや",読みを入力してください,14142,92
三日月,"みかづき",読みを入力してください,14148,98
大事件,"だいじけん",読みを入力してください,14178,99
秘密裏,"ひみつり",読みを入力してください,14179,610
大々的,"だいだいてき",読みを入力してください,14220,34
挑発的,"ちょうはつてき",読みを入力してください,14227,453
詐欺師,"さぎし",読みを入力してください,14236,1201
人間的,"にんげんてき",読みを入力してください,14256,36
新幹線,"しんかんせん",読みを入力してください,14266,542
大人数,"おおにんずう,おおにんず",読みを入力してください,14315,70
殺風景,"さっぷうけい",読みを入力してください,14319,371
一回転,"いっかいてん",読みを入力してください,14329,123
卑怯者,"ひきょうもの",読みを入力してください,14350,960
境界線,"きょうかいせん",読みを入力してください,14409,416
後遺症,"こういしょう",読みを入力してください,14421,693
現実感,"げんじつかん",読みを入力してください,14446,97
別世界,"べっせかい",読みを入力してください,14448,135
共和国,"きょうわこく",読みを入力してください,14524,284
守護者,"しゅごしゃ",読みを入力してください,14542,261
大多数,"だいたすう",読みを入力してください,14554,135
真犯人,"しんはんにん",読みを入力してください,14562,198
無自覚,"むじかく",読みを入力してください,14605,85
十二時,"じゅうにじ",読みを入力してください,14607,126
設計図,"せっけいず",読みを入力してください,14648,508
一人娘,"ひとりむすめ",読みを入力してください,14656,176
錬金術,"れんきんじゅつ",読みを入力してください,14663,655
間接的,"かんせつてき",読みを入力してください,14705,217
肖像画,"しょうぞうが",読みを入力してください,14731,1049
丸一日,"まるいちにち",読みを入力してください,14777,227
優越感,"ゆうえつかん",読みを入力してください,14778,283
将来的,"しょうらいてき",読みを入力してください,14814,248
経験者,"けいけんしゃ",読みを入力してください,14819,290
美少年,"びしょうねん",読みを入力してください,14825,105
地平線,"ちへいせん",読みを入力してください,14841,201
具現化,"ぐげんか",読みを入力してください,14870,319
