Question,Answers,Comment,Instructions,Render as
あの事故以来災難続きで、__厄__病神にとりつかれてしまったようだ。,疫,,Find the kanji to replace,Text
優秀な指導者になるには状況を冷静に__破__握できる能力が必須だ。,把,,Find the kanji to replace,Text
中小企業の__顧__用を促進するための政策を考案した。,雇,,Find the kanji to replace,Text
心臓は体内に血液を__順__環させる役割を担っている,循,,Find the kanji to replace,Text
海外旅行時の洗__択__物が大量で、洗って干すだけでも一苦労だった。,濯,,Find the kanji to replace,Text
振り込め詐欺事件が頻発しているので、特に高齢者に対して注意を__換__起する。,喚,,Find the kanji to replace,Text
__近__急時のための避難経路を確認しておいてください。,緊,,Find the kanji to replace,Text
大手制作会社同士の合__並__が合意となり、業界に波紋が広がっている。,併,,Find the kanji to replace,Text
犯人の自供もあって有罪判決が下ったが、一年間の執行__遊__予がついた,猶,,Find the kanji to replace,Text
この山中には大量の廃棄物が不法投__帰__されており、住民から苦情が相次いでいる。,棄,,Find the kanji to replace,Text
大学在学時に借りた__賞__学金の返済が、新社会人の負担となる場合もある。,奨,,Find the kanji to replace,Text
この地域では作物が野生動物に荒される被害が__賓__発していた,頻,,Find the kanji to replace,Text
結婚__秘__露宴は盛大に行われ、招待された全員が祝福していた。,披,,Find the kanji to replace,Text
彼女は__優__福な家庭に育ったせいで、節約をする習慣がない,裕,,Find the kanji to replace,Text
大都市に人口が密集している一方で、地方では過__素__化が深刻な社会問題となっている。,疎,,Find the kanji to replace,Text
この商品は保__償__の対象外ですが、耐久性は非常に優れています。,証,,Find the kanji to replace,Text
その研究者たちは多くの技術を発明し、科学の発展に大いに__幸__献した。,貢,,Find the kanji to replace,Text
既成__該__念にとらわれていては他社製品と争えるような新商品は生み出せない。,概,,Find the kanji to replace,Text
高速道路で発生した玉突き事故のため、交通が一時__射__断されている。,遮,,Find the kanji to replace,Text
来期から新規事業の責任者として海外に__布__任することが決定した。,赴,,Find the kanji to replace,Text
最新の機器では、簡単かつ正確に脈__迫__を測定することが可能となった。,拍,,Find the kanji to replace,Text
彼は大学で耐久性に優れた合成__線__維の開発に取り組んでいる。,繊,,Find the kanji to replace,Text
専門家に多くの問題点を指__適__され、その計画は根本から見直されることとなった。,摘,,Find the kanji to replace,Text
現場の全体をまとめ、取り__絞__まる役職に就いている。,締,,Find the kanji to replace,Text
山奥深くの河川はとても澄んでいて、__逃__明な水の中で沢山の魚が泳いでいた。,透,,Find the kanji to replace,Text
繊細で重要な機械であるため、定__規__点検の間隔を非常に短くしている。,期,,Find the kanji to replace,Text
戦争が続くと、貧困層の国民はますます__危__餓に苦しむこととなる。,飢,,Find the kanji to replace,Text
記念品として彼には懐中時計が贈__程__された,呈,,Find the kanji to replace,Text
仕事の進捗度によって、報__収__が変わる制度となっている。,酬,,Find the kanji to replace,Text
取り調べ時に誘__道__尋問があったことは事実だった。,導,,Find the kanji to replace,Text
調査隊は狭い__景__谷を縫うように進んでいった。,渓,,Find the kanji to replace,Text
その町は戦争に巻き込まれ、多くの建物が破__怪__された状態だ,壊,,Find the kanji to replace,Text
彼が発明した技術は世界的に評価され、科学の発展に大いに貢__建__した,献,,Find the kanji to replace,Text
高い成績を__位__持するためには、常日頃から勉強を続ける必要がある。,維,,Find the kanji to replace,Text
この商店では今朝水揚げされたばかりの新__選__な魚介類を多く取り扱っている。,鮮,,Find the kanji to replace,Text
この店の製品は、値段は__弱__干高めだが品質が他よりも優れていると評判だ。,若,,Find the kanji to replace,Text
過去数十年に渡る__棒__大なデータを解析し、企業の経営戦略に役立てる。,膨,,Find the kanji to replace,Text
こちらが我が社の主力__成__品の一つで、来月に新型が発売される予定です。,製,,Find the kanji to replace,Text
__充__滞に巻き込まれて帰宅時間が随分と遅くなってしまった。,渋,,Find the kanji to replace,Text
彼は社会に出て沢山の辛い経験を積んできたので、昔よりも辛__防__強くなった。,抱,,Find the kanji to replace,Text
寺院や教会といった宗教的な場所は、どこか神__泌__的な雰囲気が漂っている。,秘,,Find the kanji to replace,Text
