Question,Answers,Comment,Instructions,Render as
"湯桶読み
何分",なにぶん,何らかの分量。また、「何分よろしく」のように、「なにとぞ」と似た意味でも用いられる。,湯桶読み,Text
"重箱読み
団子",だんご,穀物や肉などを丸めたもの。,重箱読み,Text
"重箱読み
胃袋",いぶくろ,消化器官の１つ。「胃」には定着した訓読みはない。,重箱読み,Text
"重箱読み
縁側",えんがわ,日本家屋で、家の外に接して作られた板敷きの部分。「縁＝エン」だけでも、同じ意味を表す。,重箱読み,Text
"重箱読み
新型",しんがた,これまでにないタイプ。「新形」と書いても、意味はほとんど同じ。,重箱読み,Text
"湯桶読み
幾分",いくぶん,ある程度。「幾」の音読みはキ。「幾分」の語源は中国語なので、２文字とも音読みでキブンと読むべきだが、それではわかりにくいからか、湯桶読みにする。,湯桶読み,Text
"重箱読み
牢屋",ろうや,罪人を閉じこめておく部屋。,重箱読み,Text
"湯桶読み
丸太",まるた,皮をはいだだけでそれ以上の加工をしていない、丸い木材。,湯桶読み,Text
"湯桶読み
見本",みほん,売り物ではなく、見て判断してもらうために提供する商品。サンプル。,湯桶読み,Text
"重箱読み
気弱",きよわ,意志が弱いこと。「気」をキと読むのはほとんど訓読み化してしまった音読みで、多くの重箱読みを生む。,重箱読み,Text
"湯桶読み
手錠",てじょう,手を動かせないようにするための道具。,湯桶読み,Text
"湯桶読み
若造",わかぞう,若い人を低く見ていうことば。「若蔵」「若僧」とも書く。,湯桶読み,Text
"湯桶読み
夕刻",ゆうこく,夕方の時間帯。ちなみに、「夕」の音読みはセキ。,湯桶読み,Text
"湯桶読み
親分",おやぶん,仲間の中心人物。,湯桶読み,Text
"湯桶読み
高台",たかだい,まわりよりも高く、平らになっている土地。２文字とも音読みでコウダイと読むこともあるが、現在ではめったに使われない。,湯桶読み,Text
"湯桶読み
野宿",のじゅく,野外で眠って夜を明かすこと。,湯桶読み,Text
"湯桶読み
蜂蜜",はちみつ,ハチの巣に蓄えられている蜜。,湯桶読み,Text
"重箱読み
丁目",ちょうめ,住所を表す区分の１つ。,重箱読み,Text
"湯桶読み
石段",いしだん,石で作られた階段。,湯桶読み,Text
"湯桶読み
手製",てせい,その人が自分で作ること。,湯桶読み,Text
"重箱読み
素肌",すはだ,お化粧などをしていない肌。「素膚」とも書く。「素」はスと音読みした場合、多くの重箱読みを作る。,重箱読み,Text
"重箱読み
晩飯",ばんめし,夕ごはん。,重箱読み,Text
"湯桶読み
切符",きっぷ,商品やサービスを購入した証拠となる紙片。,湯桶読み,Text
"重箱読み
不躾",ぶしつけ,相手に対する配慮を欠くこと。,重箱読み,Text
"湯桶読み
幾多",いくた,数が多いこと。「幾」の音読みはキ。「幾多」の語源は中国語なので、２文字とも音読みでキタと読むべきだが、それではわかりにくいからか、湯桶読みにする。,湯桶読み,Text
"重箱読み
土手",どて,土を積み上げて作った堤防。,重箱読み,Text
"重箱読み
自前",じまえ,自分で用意すること。「前」は「分け前」の「前」と同じで、分量や部分などを指すことば。,重箱読み,Text
"湯桶読み
姉貴",あねき,「姉」を敬った言い方。語源は「姉君あねぎみ」かと考えられており、「姉貴」と書くのは当て字。,湯桶読み,Text
"湯桶読み
手本",てほん,模範や参考とすべきもの。,湯桶読み,Text
"重箱読み
蛇口",じゃぐち,水道の水が出る部分に取り付ける器具。,重箱読み,Text
"湯桶読み
赤字",あかじ,赤い文字。特に、校正で修正を指示するための文字。,湯桶読み,Text
"湯桶読み
御身",おんみ,相手のことをていねいに呼ぶ言い方。,湯桶読み,Text
"湯桶読み
鶏肉",とりにく,食用とするニワトリのニク。,湯桶読み,Text
"重箱読み
格上",かくうえ,地位や経験、実力などが上であること。,重箱読み,Text
"重箱読み
缶詰",かんづめ,食品などを缶に密封したもの。,重箱読み,Text
"重箱読み
総出",そうで,全員が出ること。「総＝ソウ」はほとんど日本語化した音読みで、多くの重箱読みを生み出す。,重箱読み,Text
"重箱読み
素足",すあし,靴下などをはいていない足。「素」はスと音読みした場合、多くの重箱読みを作る。,重箱読み,Text
"湯桶読み
否応",いやおう,拒否と承諾。「おう」は承諾の返事で、「応」と書くのは当て字か。,湯桶読み,Text
"重箱読み
無闇",むやみ,目的・目標がはっきりしないまま行動すること。語源ははっきりしないが、当て字かと思われる。,重箱読み,Text
"湯桶読み
人気","ひとけ,ひとげ",人間がいる気配。「ひとゲ」と読んでも意味はほぼ同じ。「け」「げ」は、ほかのことばの後について状態を表すことばで、「気」と書くのは当て字。ただし、２文字とも音読みでニンキと読んだ場合は、「評判」を指すことが多い。また、同じく２文字とも音読みでジンキと読むこともあり、この場合は主に「ある地域の人々の気風」という意味となる。,湯桶読み,Text
"湯桶読み
子分",こぶん,ある人の命令に従って行動する人。,湯桶読み,Text
"重箱読み
土間",どま,床板を張っていない部屋。部屋を指す「間＝ま」は、多くの重箱読みを生む。,重箱読み,Text
"重箱読み
剣先",けんさき,刀の刃先。,重箱読み,Text
"湯桶読み
店番",みせばん,お店で番をすること。,湯桶読み,Text
"重箱読み
逆手",ぎゃくて,ふつうとは逆の方法。２文字とも訓読みで「さかて」と読んでも、意味に大きな違いはない。,重箱読み,Text
"湯桶読み
生粋",きっすい,混じりけがないこと。,湯桶読み,Text
"重箱読み
歩幅",ほはば,歩くときの足の広げ具合。「歩巾」とも書く。,重箱読み,Text
"湯桶読み
庭師",にわし,庭を造ったり、庭の手入れをしたりする職人。,湯桶読み,Text
"湯桶読み
赤点",あかてん,赤い点。また、赤で記すところから、落第点。,湯桶読み,Text
"重箱読み
剣呑",けんのん,危険な感じがすること。「のん」は「呑」の訓読み「のむ」が変化したもの。「険難ケンナン」が変化したことばだといわれ、「剣呑」と書くのは当て字。「険呑」とも書く。,重箱読み,Text
"湯桶読み
金具",かなぐ,金属製の小さな部品。,湯桶読み,Text
"湯桶読み
得体",えたい,本当の姿。,湯桶読み,Text
"重箱読み
棺桶",かんおけ,死者を葬るために遺体を納める箱。,重箱読み,Text
"湯桶読み
手数",てすう,何かを行うために必要なこと。２文字とも訓読みで「てかず」と読んでも、意味はほとんど同じ。,湯桶読み,Text
"湯桶読み
裏門",うらもん,正式ではない出入り口。,湯桶読み,Text
"湯桶読み
吹聴",ふいちょう,多くの人に言って回ること。語源はよくわからないが、「風聴フウチョウ」が変化したものかとも言われる。だとすれば、「ふい」を「吹」と書くのは当て字。,湯桶読み,Text
"湯桶読み
豚肉",ぶたにく,食用とするブタの肉。,湯桶読み,Text
"湯桶読み
係員",かかりいん,ある仕事を担当している人。「掛員」とも書く。,湯桶読み,Text
"重箱読み
先手",せんて,軍隊や行列で、先頭を指す。また、何かを先にする人のこと。,重箱読み,Text
"重箱読み
格下",かくした,地位や経験、実力などが下であること。,重箱読み,Text
"湯桶読み
跡地",あとち,建物を取り壊したあとの土地。,湯桶読み,Text
"湯桶読み
上座",かみざ,待遇が高い人が座る席。２文字とも音読みでジョウザと読んだり、２文字とも訓読みで「かみくら」と読んだりもする。,湯桶読み,Text
"湯桶読み
関所",せきしょ,昔、交通の要所に置かれ、通行を管理した施設。,湯桶読み,Text
"湯桶読み
堅物",かたぶつ,融通の利かない人。,湯桶読み,Text
"重箱読み
楽屋",がくや,劇場の控え室。,重箱読み,Text
"重箱読み
本場",ほんば,あるものごとが、昔から盛んに行われているところ。,重箱読み,Text
"重箱読み
桟橋",さんばし,船に乗り降りするところ。,重箱読み,Text
"重箱読み
書棚",しょだな,本棚のこと。,重箱読み,Text
"重箱読み
納屋",なや,収納用の小屋。ナは「納」の古い音読みナフが変化したもの。,重箱読み,Text
"湯桶読み
野良",のら,野原。「良」をラと読むのは、古い音読み。,湯桶読み,Text
"重箱読み
献立",こんだて,差し上げる食事の一覧。メニュー。,重箱読み,Text
"湯桶読み
一幕",ひとまく,お芝居の一区切り。また、事件などの一場面。２文字とも音読みでイチマクと読むと、「お芝居の最初の一区切り」を指す。,湯桶読み,Text
"重箱読み
毎夜",まいよ,夜ごとに必ず。「夜」の音読みはヤなので、マイヤと読むこともある。,重箱読み,Text
"湯桶読み
朝練",あされん,朝に行う練習。,湯桶読み,Text
"重箱読み
半袖",はんそで,短い袖。,重箱読み,Text
"湯桶読み
係長",かかりちょう,管理職の１つ。「社長」「部長」「次長」「課長」はすべて２文字とも音読みで読むのに、「係長」だけは湯桶読みで読む。,湯桶読み,Text
"重箱読み
中腰",ちゅうごし,腰を浮かせた体勢。,重箱読み,Text
"湯桶読み
御礼",おれい,「礼」のていねいな言い方。「おんレイ」と読むこともある。,湯桶読み,Text
"重箱読み
初手",しょて,何かを行う最初。,重箱読み,Text
"重箱読み
茶屋",ちゃや,お茶を作ったり売ったりするお店。また、お茶などを提供する休憩所。,重箱読み,Text
"湯桶読み
内気",うちき,他人と接するのが苦手な性格。,湯桶読み,Text
"重箱読み
銘柄",めいがら,ある商品に、他の商品と区別するために付けられた名称。ブランド。「柄」の音読みヘイは、ほとんど使われることがない。,重箱読み,Text
"重箱読み
格安",かくやす,格別に安いこと。,重箱読み,Text
"重箱読み
牛丼",ぎゅうどん,煮た牛肉をごはんに載せた丼。「豚丼ぶたどん」「鶏丼とりどん」などに対して、なぜかふつうは「うしどん」とは言わない。なお、「丼」にドンという音読みがあると考える説もある。,重箱読み,Text
"重箱読み
気長",きなが,焦らないこと。「気」をキと読むのはほとんど訓読み化してしまった音読みで、多くの重箱読みを生む。,重箱読み,Text
"湯桶読み
裏面",うらめん,裏側の面。本来は２文字とも音読みでリメンと読むべきだが、耳で聞いた場合にわかりにくいことと、「表面おもてメン」との対比から、湯桶読みにすることがある。,湯桶読み,Text
"重箱読み
性悪",しょうわる,性格が良くないこと。２文字とも音読みでセイアクと読むと、「人間が持って生まれた本性は悪である、という考え方」のことを指す。,重箱読み,Text
"湯桶読み
手勢",てぜい,ある人が直接、命令して動かせる軍勢。,湯桶読み,Text
"重箱読み
両耳",りょうみみ,左右の耳。,重箱読み,Text
"湯桶読み
火鉢",ひばち,灰や炭を入れて、火をおこす鉢。,湯桶読み,Text
"重箱読み
本丸",ほんまる,お城の中心となる部分。,重箱読み,Text
"湯桶読み
挿絵",さしえ,文章のそばに、理解を助けるために示す絵。「絵」をエと読むのはほとんど訓読み化した音読みで、多くの重箱読み・湯桶読みを生み出す。,湯桶読み,Text
"湯桶読み
初陣",ういじん,初めての出陣。,湯桶読み,Text
"湯桶読み
下地",したじ,手を加える前の、もとのままのもの。２文字とも音読みでゲジと読むと、「低い地位」を指す。なお、「そのもの本来」を意味する「地＝ジ」は、多くの重箱読み・湯桶読みを生み出す。,湯桶読み,Text
"重箱読み
地主",じぬし,その土地を所有している人。「その土地」を指す「地＝ジ」は、重箱読みを生むことが多い。,重箱読み,Text
"湯桶読み
小姓",こしょう,昔、身分の高い人に仕えて、身の回りの用を務めた少年。,湯桶読み,Text
"重箱読み
札束",さつたば,紙幣を束ねたもの。紙幣を指す「札」は、サツと音読みすることが多い。,重箱読み,Text
"湯桶読み
株価",かぶか,株が売買される値段。「株」の音読み「しゅ」は、ほとんど使われることがない。,湯桶読み,Text
"湯桶読み
奥地",おくち,人が多く集まる場所から遠く離れた地域。,湯桶読み,Text
"重箱読み
錠前",じょうまえ,開閉できないようにする器具。「前」は、「腕前」のように、あるものの機能を強調することば。,重箱読み,Text
"重箱読み
不仲",ふなか,仲がよくないこと。,重箱読み,Text
"湯桶読み
白地","しろじ,しらじ",布や紙などで、基本となる色が白いこと。「そのもの本来」を意味する「地＝ジ」は、多くの重箱読み・湯桶読みを生み出す。,湯桶読み,Text
"湯桶読み
喪服",もふく,お葬式や法事の際に着る衣服。２文字とも音読みでソウフクと読むこともあるが、あまり用いられない。,湯桶読み,Text
"重箱読み
両隣",りょうどなり,対になる二つの方向の隣。,重箱読み,Text
"湯桶読み
脇役",わきやく,お芝居で、主役を引き立たせる役。,湯桶読み,Text
"湯桶読み
朝一",あさいち,「朝一番あさイチバン」の略。,湯桶読み,Text
"重箱読み
絵柄",えがら,洋服などの模様。「絵」をエと読むのはほとんど訓読み化してしまった音読みで、多くの重箱読み・湯桶読みを生み出す。また、「柄」の音読みヘイは、ほとんど使われることがない。,重箱読み,Text
"湯桶読み
遠縁",とおえん,血縁関係の遠い相手。,湯桶読み,Text
"重箱読み
額縁",がくぶち,絵画や写真などを飾るときに用いる枠。「額＝ガク」を１文字だけで音読みして、「額縁」と同じような意味で使うことも多い。,重箱読み,Text
"重箱読み
親身",しんみ,相手のことを心から思って気遣いをすること。,重箱読み,Text
"重箱読み
木目",もくめ,木材の表面に見られる、年輪などによる模様。２文字とも訓読みで「きめ」と読むと、広く「ものの表面に見られる模様や肌触り」をも指す。,重箱読み,Text
"重箱読み
敵方",てきがた,争いで、相手の方。,重箱読み,Text
"湯桶読み
道順",みちじゅん,ある場所に行くためにたどる道筋。,湯桶読み,Text
"重箱読み
客足",きゃくあし,お客さんの集まり具合。「客」は１文字で音読みされて、そのまま日本語の単語として広く使われている。,重箱読み,Text
"湯桶読み
吾輩",わがはい,自分をちょっと気取って指すことば。主に男性が用いる。「吾が輩」と「が」を送って書くことも多いが、夏目漱石の猫は、「吾輩」と湯桶読みで書いている。,湯桶読み,Text
"重箱読み
中型",ちゅうがた,中くらいの大きさ。「中形」と書いても、意味はほとんど同じ。,重箱読み,Text
"湯桶読み
組長",くみちょう,ある組の代表者。,湯桶読み,Text
"重箱読み
曜日",ようび,１週間のそれぞれの日に割り振った呼び名。,重箱読み,Text
"重箱読み
肉厚",にくあつ,厚みがあること。,重箱読み,Text
"湯桶読み
沼地",ぬまち,沼になっている地帯。,湯桶読み,Text
"湯桶読み
手甲",てっこう,手の甲を覆う装身具。武具や旅装として用いられた。「てっ」は、「手」の訓読み「て」が変化したもの。,湯桶読み,Text
"重箱読み
天窓",てんまど,天井に空けた窓。,重箱読み,Text
"湯桶読み
成金",なりきん,急に成り上がったお金持ち。本来は、将棋で、歩の駒が敵陣に入って金と同じはたらきをするようになること。,湯桶読み,Text
"重箱読み
役場",やくば,役人が仕事をする場所。,重箱読み,Text
"重箱読み
気位",きぐらい,プライド。「気」をキと読むのはほとんど訓読み化してしまった音読みで、多くの重箱読みを生む。,重箱読み,Text
"重箱読み
気心",きごころ,性格や、考えていること。「気」をキと読むのはほとんど訓読み化してしまった音読みで、多くの重箱読みを生む。,重箱読み,Text
"重箱読み
本筋",ほんすじ,中心となる筋道。また、正当なあり方。,重箱読み,Text
"湯桶読み
上役",うわやく,上司。,湯桶読み,Text
"湯桶読み
草地",くさち,草が生えている土地。２文字とも音読みでソウチと読むこともあるが、あまり使われない。,湯桶読み,Text
"湯桶読み
暇人",ひまじん,することがなく、ぶらぶらしている人。「閑人」とも書く。,湯桶読み,Text
"湯桶読み
革製",かわせい,革で作ること。また、革でできていること。「○製」という熟語には、湯桶読みになるものが多い。,湯桶読み,Text
"湯桶読み
小癪",こしゃく,なんとなく気に障ること。「癪」は、気に障ること。,湯桶読み,Text
"重箱読み
宿場",しゅくば,江戸時代、街道筋にあって、宿や休憩所などが集まっていた場所。,重箱読み,Text
"湯桶読み
更地",さらち,建物が建っていない土地。,湯桶読み,Text
"重箱読み
蝶番",ちょうつがい,開き戸で、戸板と柱などをつなぐために用いる金具。「番」には組み合わせるという意味があり、訓読み「つがい」はそこから生じたもの。２文字とも音読みでチョウバンと読むこともある。,重箱読み,Text
"重箱読み
自腹",じばら,自分で代金を支払うこと。,重箱読み,Text
"重箱読み
頭取",とうどり,銀行などの支配人。,重箱読み,Text
"湯桶読み
前金",まえきん,前もって支払うお金。２文字とも音読みでゼンキンと読むこともあるが、あまり使われない。,湯桶読み,Text
"湯桶読み
塩気",しおけ,塩が含まれていること。「け」は、ほかのことばの後について状態を表すことばで、「気」と書くのは当て字。,湯桶読み,Text
"重箱読み
脚立",きゃたつ,小さなはしごの一種。キャは「脚」の特殊な音読み（唐音）。語源は中国語「脚榻子」で、「榻子」を「立」と書くのは当て字。,重箱読み,Text
"重箱読み
質屋",しちや,品物を預かってお金を貸すお店。,重箱読み,Text
"重箱読み
激辛",げきから,尋常でないくらいにからいこと。,重箱読み,Text
"重箱読み
字面",じづら,文字そのものから受ける印象。また、文章の表面的な意味。,重箱読み,Text
"湯桶読み
株式",かぶしき,資本金を調達するため、会社が発行する有価証券。また、それを所有している権利などをもいう。「株」の音読み「しゅ」は、ほとんど使われることがない。,湯桶読み,Text
