Question,Answers,Comment,Instructions,Render as
"__操__，__操__を立てる，__操__を守る","みさお","操 → JPDB Kanji Freq: 863","漢字の読みを入力してください","Text"
"__委__ねる
①（すっかり）人にまかせる。
「事業を━・結論は読者に━」
②ささげる。
「教育に身を━」","ゆだ","委 → JPDB Kanji Freq: 946","漢字の読みを入力してください","Text"
"__麗__らか，__麗__ら
〔雅〕①天気がよく、あたたかで、おだやかな（春の）ようす。
②おだやかで明るいようす。「ヒバリの━な声」","うら","麗 → JPDB Kanji Freq: 805","漢字の読みを入力してください","Text"
"__額__ずく
〔文〕①頭を地につけて礼をする。「神前に━」
②ていねいに礼をする。「額ずいてあやまる」","ぬか","額 → JPDB Kanji Freq: 1000","漢字の読みを入力してください","Text"
"__覆__面，転__覆__","フク","覆 → JPDB Kanji Freq: 1169","漢字の読みを入力してください","Text"
"__縁__・所縁
なんらかの関わり合い。因縁。「文豪ゆかりの地」「縁もゆかりもない」","ゆかり","縁 → JPDB Kanji Freq: 1026","漢字の読みを入力してください","Text"
"普__請__","シン","請 → JPDB Kanji Freq: 1237","漢字の読みを入力してください","Text"
"__削__る
①金属や材木などの表面を少しずつけずって取る。「柱の面を―る」
②皮をはぐ。","はつ","削 → JPDB Kanji Freq: 1028","漢字の読みを入力してください","Text"
"__厳__つい
〔からだつき・顔つきなどが〕ごつごつしてがんじょうそう（で、おそろしい感じ）だ。
「━肩」","いか","厳 → JPDB Kanji Freq: 895","漢字の読みを入力してください","Text"
"又__候__
〔よくないことについて〕またしても。▽「またに候そうろう」の転。望ましくない場合に言う。
「━批判が起こりそうだ」","ぞろ","候 → JPDB Kanji Freq: 1057","漢字の読みを入力してください","Text"
"__侍__従，__侍__女，__侍__医","ジ","侍 → JPDB Kanji Freq: 1374","漢字の読みを入力してください","Text"
"__尾__，__尾__頭付き，__尾__根","お","尾 → JPDB Kanji Freq: 902","漢字の読みを入力してください","Text"
"__奇__しき，__奇__しくも","く","奇 → JPDB Kanji Freq: 802","漢字の読みを入力してください","Text"
"__狂__れる
精神状態がふつうでなくなる。くるう。「気が―れる」","ふ","狂 → JPDB Kanji Freq: 1060","漢字の読みを入力してください","Text"
"払__拭__，__拭__浄
はらいぬぐうこと。すっかり取り除くこと。
- 偏見を払拭した。
- 古臭いイメージを払拭する。","ショク","拭 → JPDB Kanji Freq: 1371","漢字の読みを入力してください","Text"
"__勤__しむ
精を出してはげむ。
「仕事に━・勉学に━」","いそ","勤 → JPDB Kanji Freq: 1063","漢字の読みを入力してください","Text"
"__狩__猟","シュ","狩 → JPDB Kanji Freq: 1272","漢字の読みを入力してください","Text"
"__象__る","かたど","象 → JPDB Kanji Freq: 584","漢字の読みを入力してください","Text"
"__減__り込む
重みなどで深く入りこむ。「ぬかるみに―む」","め","減 → JPDB Kanji Freq: 640","漢字の読みを入力してください","Text"
"__騒__く
［自五］〔古風〕浮かれさわぐ。また、ひやかして歩く。
「花見客が騒く」","ぞめ","騒 → JPDB Kanji Freq: 776","漢字の読みを入力してください","Text"
"__済__す〔東京などの方言〕
借りたものを返す。
「借金を━・この本、なしといて」","な","済 → JPDB Kanji Freq: 604","漢字の読みを入力してください","Text"
"__科__を作る
① なまめかしいしぐさをする。女性が男性の気を引く艶めかしい仕草や態度を見せること。「―・ってにっこり笑いかける」
② 上品そうなようすをする。体裁を整える。","しな","科 → JPDB Kanji Freq: 703","漢字の読みを入力してください","Text"
"__魂__胆，霊__魂__，商__魂__","コン","魂 → JPDB Kanji Freq: 1049","漢字の読みを入力してください","Text"
"__黄__葉，__黄__道","コウ","黄 → JPDB Kanji Freq: 1052","漢字の読みを入力してください","Text"
"__妙__なる","たえ","妙 → JPDB Kanji Freq: 726","漢字の読みを入力してください","Text"
"__桜__花，観__桜__","オウ","桜 → JPDB Kanji Freq: 977","漢字の読みを入力してください","Text"
"__与__る","あずか","与 → JPDB Kanji Freq: 652","漢字の読みを入力してください","Text"
"__端__数，半__端__，軒__端__","は","端 → JPDB Kanji Freq: 562","漢字の読みを入力してください","Text"
"風__袋__，郵__袋__","タイ","袋 → JPDB Kanji Freq: 994","漢字の読みを入力してください","Text"
"__寂__然，__寂__として","セキ","寂 → JPDB Kanji Freq: 942","漢字の読みを入力してください","Text"
"__蔵__書，貯__蔵__，土__蔵__","ゾウ","蔵 → JPDB Kanji Freq: 1043","漢字の読みを入力してください","Text"
"__詰__る
ひどいではないかと、とがめて責める。
「約束を破ったことを━」","なじ","詰 → JPDB Kanji Freq: 735","漢字の読みを入力してください","Text"
"一__矢__を報いる","シ","矢 → JPDB Kanji Freq: 983","漢字の読みを入力してください","Text"
"__拳__骨","ゲン","拳 → JPDB Kanji Freq: 1080","漢字の読みを入力してください","Text"
"__刺__
①植物の茎や葉などにある針のような突起。「バラの―」
②木や竹の、そげて先端がとがっているもの。また、魚の小骨。「指に―がささる」
③人の心を刺すようなもの。「―のある言葉」","とげ","刺 → JPDB Kanji Freq: 692","漢字の読みを入力してください","Text"
"__黙__し難い，__黙__す","もだ","黙 → JPDB Kanji Freq: 566","漢字の読みを入力してください","Text"
"興味__津__々，天__津__飯","シン","津 → JPDB Kanji Freq: 992","漢字の読みを入力してください","Text"
"__勤__行","ゴン","勤 → JPDB Kanji Freq: 1063","漢字の読みを入力してください","Text"
"__商__う，__商__い","あきな","商 → JPDB Kanji Freq: 620","漢字の読みを入力してください","Text"
"__互__に
〔雅〕たがいに。
「━思う」","かたみ","互 → JPDB Kanji Freq: 760","漢字の読みを入力してください","Text"
"__博__労，__博__徒","バク","博 → JPDB Kanji Freq: 1077","漢字の読みを入力してください","Text"
"__退__く，__退__ける
後ろに下がる。退却する。
「兵を退いて機を待つ」 「一歩退いて形勢を窺う」 
「現役を退く」 「身を退く」 「退き際が良い」 「潮が退く」","ひ","退 → JPDB Kanji Freq: 548","漢字の読みを入力してください","Text"
"__普__く","あまね","普 → JPDB Kanji Freq: 355","漢字の読みを入力してください","Text"
"__古__
「むかし」の古い言い方。「━の奈良の都」","いにしえ","古 → JPDB Kanji Freq: 478","漢字の読みを入力してください","Text"
"__支__う｟他五｠
①間に当てがって、支えにする。
「しんばり棒を━」
②〔話〕〔かぎなどを〕かける。ロックする。","か","支 → JPDB Kanji Freq: 462","漢字の読みを入力してください","Text"
"__育__む","はぐく","育 → JPDB Kanji Freq: 503","漢字の読みを入力してください","Text"
"__幸__先","さい","幸 → JPDB Kanji Freq: 362","漢字の読みを入力してください","Text"
"__接__ぐ
ぬいあわせて、つなぐ。
「接ぎあわせる」","は","接 → JPDB Kanji Freq: 545","漢字の読みを入力してください","Text"
"菩__提__，菩__提__を弔う","ダイ","提 → JPDB Kanji Freq: 749","漢字の読みを入力してください","Text"
"__吹__聴
①言いふらすこと。
「あることないことを━する」「自慢話を━して歩く」
②〔古風〕宣伝。
「何とぞご━をおたのみ申します」","ふい","吹 → JPDB Kanji Freq: 748","漢字の読みを入力してください","Text"
"__瞬__ぐ｟自五｠
〔文〕まばたきをする。
「━もせずに見つめる」","まじろ","瞬 → JPDB Kanji Freq: 375","漢字の読みを入力してください","Text"
"__雑__炊，__雑__木林，__雑__兵","ゾウ","雑 → JPDB Kanji Freq: 813","漢字の読みを入力してください","Text"
"__精__げる
〔古風〕〔玄米などを〕ついて白くする。精白する。
「米を━」","しら","精 → JPDB Kanji Freq: 397","漢字の読みを入力してください","Text"
"比丘
［名］出家して定められた戒を受けた女子。尼僧。尼。
梵語の音写。","ビク","比 → JPDB Kanji Freq: 744,丘 → JPDB Kanji Freq: 1525","漢字の読みを入力してください","Text"
"__羽__毛，__羽__化，__羽__翼","ウ","羽 → JPDB Kanji Freq: 798","漢字の読みを入力してください","Text"
"法__皇__
〘歴〙仏門にはいった上皇。","オウ","皇 → JPDB Kanji Freq: 850","漢字の読みを入力してください","Text"
"__怪__しからん
［連語］道理・礼儀などにはずれていて許しがたい。ふとどきだ。
「挨拶にも来ないとは怪しからん」","け","怪 → JPDB Kanji Freq: 537","漢字の読みを入力してください","Text"
"__払__暁，__払__底","フツ","払 → JPDB Kanji Freq: 710","漢字の読みを入力してください","Text"
"__細__やか","ささ","細 → JPDB Kanji Freq: 546","漢字の読みを入力してください","Text"
"__殿__
①〔文〕軍隊の列の最後にある部隊。
②列のいちばんうしろ。
「━をつとめる・━人気の〔＝いちばん人気がない〕競走馬」","しんがり","殿 → JPDB Kanji Freq: 371","漢字の読みを入力してください","Text"
"__交__々，__交__｟副｠
①〔文〕入れかわり立ちかわり。かわるがわる。
「万感━・━語る」
②〔俗〕正反対のものが入りまじったようす。
「賛否━の意見」","こもごも,こも","交 → JPDB Kanji Freq: 379","漢字の読みを入力してください","Text"
"繁__盛__
〔商店などが〕にぎわって活気があること。
「商売━・━記〔＝繁盛の様子を書いた文章〕」","ジョウ","盛 → JPDB Kanji Freq: 825","漢字の読みを入力してください","Text"
"__末__子，__末__弟","バツ","末 → JPDB Kanji Freq: 701","漢字の読みを入力してください","Text"
"__論__う
〔おもに批判する気持ちで、また細かなことを取り上げて〕議論する。
「欠点を━・ささいなことを━」","あげつら","論 → JPDB Kanji Freq: 550","漢字の読みを入力してください","Text"
"__徒__，__徒__に
〘ダナ〙無益なさま。幾らしても、実りのないさま。「―に時間を費やす」","いたずら","徒 → JPDB Kanji Freq: 510","漢字の読みを入力してください","Text"
"御手洗","みたらし","御 → JPDB Kanji Freq: 463,洗 → JPDB Kanji Freq: 847,手 → JPDB Kanji Freq: 16","漢字の読みを入力してください","Text"
"精__米__，新__米__，白__米__","マイ","米 → JPDB Kanji Freq: 764","漢字の読みを入力してください","Text"
"__解__れる
結び目･縫い目などがほどける。「着物の裾が―れる」","ほつ","解 → JPDB Kanji Freq: 157","漢字の読みを入力してください","Text"
"__殺__める","あや","殺 → JPDB Kanji Freq: 161","漢字の読みを入力してください","Text"
"__表__，__表__門，裏__表__","おもて","表 → JPDB Kanji Freq: 190","漢字の読みを入力してください","Text"
"__頭__を振る","かぶり","頭 → JPDB Kanji Freq: 171","漢字の読みを入力してください","Text"
"__香__車","キョウ","香 → JPDB Kanji Freq: 663","漢字の読みを入力してください","Text"
"__術__
しかた。手段。
「なす━もない」","すべ","術 → JPDB Kanji Freq: 297","漢字の読みを入力してください","Text"
"__逆__鱗，__逆__鱗に触れる","ゲキ","逆 → JPDB Kanji Freq: 581","漢字の読みを入力してください","Text"
"__奥__義，深__奥__","オウ","奥 → JPDB Kanji Freq: 476","漢字の読みを入力してください","Text"
"__武__者人形，荒__武__者","ム","武 → JPDB Kanji Freq: 477","漢字の読みを入力してください","Text"
"__問__屋","とん","問 → JPDB Kanji Freq: 176","漢字の読みを入力してください","Text"
"__放__く
①はなつ。ひる。「屁を―く」
②はばかりなく言う。ぬかす。「見えすいたうそを―くな」","こ","放 → JPDB Kanji Freq: 243","漢字の読みを入力してください","Text"
"__験__を担ぐ，__験__がある，霊__験__","ゲン","験 → JPDB Kanji Freq: 486","漢字の読みを入力してください","Text"
"__緒__，鼻__緒__","お","緒 → JPDB Kanji Freq: 172","漢字の読みを入力してください","Text"
"__安__んぞ・焉んぞ","いずく","安 → JPDB Kanji Freq: 211","漢字の読みを入力してください","Text"
"__越__境，超__越__，優__越__","エツ","越 → JPDB Kanji Freq: 540","漢字の読みを入力してください","Text"
"__集__く","すだ","集 → JPDB Kanji Freq: 249","漢字の読みを入力してください","Text"
"__約__める，__約__まる
①短くする。縮める。
②要約する。","つづ","約 → JPDB Kanji Freq: 280","漢字の読みを入力してください","Text"
"__急__く｟自五｠
〔早くしようと思って〕あせる。心がはやる。
「気が━・急いては事をし損じる」","せ","急 → JPDB Kanji Freq: 275","漢字の読みを入力してください","Text"
"油__井__，市__井__","セイ","井 → JPDB Kanji Freq: 651","漢字の読みを入力してください","Text"
"__転__ぶ｟自五｠
〔雅〕ころがる。
「豆が━・こけつまろびつ」","まろ","転 → JPDB Kanji Freq: 300","漢字の読みを入力してください","Text"
"__長__ける
①じゅうぶんな状態になる。
「年長けた女」
②すぐれる。
「わざに━・才長けた男」","た","長 → JPDB Kanji Freq: 61","漢字の読みを入力してください","Text"
"__宮__司，神__宮__，東__宮__","グウ","宮 → JPDB Kanji Freq: 427","漢字の読みを入力してください","Text"
"__思__しい
〔…と━〕おもわれる。見える。
「犯人と━〔『思しき』とも〕男」","おぼ","思 → JPDB Kanji Freq: 15","漢字の読みを入力してください","Text"
"__和__尚","オ","和 → JPDB Kanji Freq: 367","漢字の読みを入力してください","Text"
"__神__主","かん","神 → JPDB Kanji Freq: 119","漢字の読みを入力してください","Text"
"__石__高，千__石__船","コク","石 → JPDB Kanji Freq: 354","漢字の読みを入力してください","Text"
"__動__もすれば
とかくそうなりがちだという意を表す。ともすれば。どうかすると。
「話は動もすればとぎれがちになる」","やや","動 → JPDB Kanji Freq: 53","漢字の読みを入力してください","Text"
"身の__代__金，身__代__金，__代__物，苗__代__","しろ","代 → JPDB Kanji Freq: 144","漢字の読みを入力してください","Text"
"__礼__賛，__礼__拝","ライ","礼 → JPDB Kanji Freq: 350","漢字の読みを入力してください","Text"
"__強__ち
［副ニ］全面的に断定できないという話し手の気持ちを表す。一概に。必ずしも。
「彼女の主張は強ち間違いとは言えない」
「社長の言い分も強ちに否定はできない」
ふつう下に打ち消しを伴う。","あなが","強 → JPDB Kanji Freq: 106","漢字の読みを入力してください","Text"
"__愛__でる
①愛する。いつくしむ。特に、その美しさやすばらしさを愛好する。「花を―でる」
②ほめる。心が動かされる。","め","愛 → JPDB Kanji Freq: 148","漢字の読みを入力してください","Text"
"__戦__ぐ
①そよ風にふかれて〈動く／動いて音を立てる〉。
「葉が風に━」
②そよそよとふく。
「秋風が━」","そよ","戦 → JPDB Kanji Freq: 66","漢字の読みを入力してください","Text"
"__抜__刀，__抜__群，選__抜__","バツ","抜 → JPDB Kanji Freq: 302","漢字の読みを入力してください","Text"
"__結__く
糸や縄を編んでつなげる。「魚をとる網を―く」","す","結 → JPDB Kanji Freq: 121","漢字の読みを入力してください","Text"
"__戦__，勝ち__戦__","いくさ","戦 → JPDB Kanji Freq: 66","漢字の読みを入力してください","Text"
"憤__怒__","ヌ","怒 → JPDB Kanji Freq: 455","漢字の読みを入力してください","Text"
"__小__路
［名］家と家に挟まれた幅のせまい道。（↔大路(おおじ)）
「こみち」の転。","こう","小 → JPDB Kanji Freq: 111","漢字の読みを入力してください","Text"
"__実__しやか","まこと","実 → JPDB Kanji Freq: 84","漢字の読みを入力してください","Text"
"__外__つ国","と","外 → JPDB Kanji Freq: 104","漢字の読みを入力してください","Text"
"__僕__・下部 (ノラガミ)
〔文〕めし使い。下男。","しもべ","僕 → JPDB Kanji Freq: 65","漢字の読みを入力してください","Text"
"幾__許__","バク","許 → JPDB Kanji Freq: 377","漢字の読みを入力してください","Text"
"磁__石__
❶鉄を引きつける性質をもつ物。
❷針の位置から南北の方角を知るのに使う道具。コンパス。","シャク","石 → JPDB Kanji Freq: 354","漢字の読みを入力してください","Text"
"__自__ずから","おの","自 → JPDB Kanji Freq: 28","漢字の読みを入力してください","Text"
"__内__裏，参__内__","ダイ","内 → JPDB Kanji Freq: 141","漢字の読みを入力してください","Text"
"音__頭__，東京音__頭__
❶多くの人がおどったり歌ったりすること。また、その歌やおどり。例: 東京音頭。
❷ほかの人の先に立って、物ごとをすること。","ト,ど","頭 → JPDB Kanji Freq: 171","漢字の読みを入力してください","Text"
"__法__主，__法__相宗
〘仏〙その宗のかしら。","ホッ","法 → JPDB Kanji Freq: 159","漢字の読みを入力してください","Text"
"__田__地，水__田__，油__田__","デン","田 → JPDB Kanji Freq: 218","漢字の読みを入力してください","Text"
"__殺__生","セツ","殺 → JPDB Kanji Freq: 161","漢字の読みを入力してください","Text"
"__体__裁，風__体__，這う這うの__体__","テイ","体 → JPDB Kanji Freq: 42","漢字の読みを入力してください","Text"
"給__仕__
①食事のせわをする〈こと／人〉。
「お━する」
②もと、店や会社などで、いろいろの用事をした使用人。","ジ","仕 → JPDB Kanji Freq: 117","漢字の読みを入力してください","Text"
"__宛__ら
ちょうど。まるで。そっくり。
例 本番宛らの練習。",さなが,宛 → JPDB Kanji Freq: 2029,漢字の読みを入力してください,Text
