Question,Answers,Comment,Instructions,Render as
鰥,やもめ,,,Text
葛折り,つづらおり,,,Text
沢瀉,おもだか,,,Text
仕舞屋,しもたや,,,Text
稲架,"はさ,はせ",,,Text
接骨木,にわとこ,,,Text
六十路,むそじ,,,Text
梶木,かじき,,,Text
旗魚,かじき,,,Text
蒲葵,びろう,,,Text
文旦,ボンタン,,,Text
敲き,たたき,,,Text
蹈鞴,たたら,,,Text
辣油,ラーゆ,,,Text
木天蓼,またたび,,,Text
鼯鼠,"むささび,ももんが",,,Text
黄櫨,はぜ,,,Text
妓生,キーセン,,,Text
浜木綿,はまゆう,,,Text
満天星,"どうだん,どうだんつつじ",,,Text
壁蝨,だに,,,Text
浮塵子,うんか,,,Text
年魚,あゆ,,,Text
苧麻,からむし,,,Text
蝌蚪,おたまじゃくし,,,Text
虎魚,おこぜ,,,Text
参鶏湯,サムゲタン,,,Text
芋茎,ずいき,,,Text
鮃,ひらめ,,,Text
蓴菜,じゅんさい,,,Text
内障,そこひ,,,Text
黄鶏,かしわ,,,Text
檳榔,びろう,,,Text
叉焼,チャーシュー,,,Text
鳶尾,いちはつ,,,Text
鞐,こはぜ,,,Text
可愛子ちゃん,かわいこちゃん,,,Text
棒々鶏,バンバンジー,,,Text
晩稲,おくて,,,Text
七五三縄,しめなわ,,,Text
天牛,かみきりむし,,,Text
酢漿草,かたばみ,,,Text
枝垂れ,しだれ,,,Text
馬陸,やすで,,,Text
共白髪,ともしらが,,,Text
白癬,しらくも,,,Text
白膠木,ぬるで,,,Text
辣韮,らっきょう,,,Text
棒棒鶏,バンバンジー,,,Text
虎落笛,もがりぶえ,,,Text
薯蕷,"とろろ,やまのいも",,,Text
茅台酒,マオタイしゅ,,,Text
面高,おもだか,,,Text
小間切れ,こまぎれ,,,Text
勝ち味,かちみ,,,Text
帯下,こしけ,,,Text
蝦蛄,しゃこ,,,Text
酸模,すかんぽ,,,Text
ＸＯ醤,エックスオージャン,,,Text
一昨昨年,さきおととし,,,Text
晩白柚,ばんペイユ,,,Text
豆汁,ご,,,Text
雁が音,かりがね,,,Text
搾菜,ザーツァイ,,,Text
御玉杓子,おたまじゃくし,,,Text
治部煮,じぶに,,,Text
獅子唐,ししとう,,,Text
水黽,あめんぼ,,,Text
公魚,わかさぎ,,,Text
排骨,"パーコー,パイコー",,,Text
鱲子,からすみ,,,Text
七十路,ななそじ,,,Text
遖,あっぱれ,,,Text
車前草,おおばこ,,,Text
花櫚,かりん,,,Text
逆上せ,のぼせ,,,Text
蕺草,どくだみ,,,Text
海鞘,ほや,,,Text
狐狗狸さん,こっくりさん,,,Text
八十路,やそじ,,,Text
吾亦紅,われもこう,,,Text
柳葉魚,シシャモ,,,Text
姑娘,クーニャン,,,Text
中稲,なかて,,,Text
枝折り,しおり,,,Text
鹿尾菜,ひじき,,,Text
衣魚,しみ,,,Text
忘れな草,わすれなぐさ,,,Text
滅金,めっき,,,Text
雪花菜,きらず,,,Text
五加,うこぎ,,,Text
腰気,こしけ,,,Text
皮蛋,ピータン,,,Text
砥草,とくさ,,,Text
沙蚕,ごかい,,,Text
吾木香,われもこう,,,Text
出で湯,いでゆ,,,Text
凌霄花,のうぜんかずら,,,Text
豆豉,トウチ,,,Text
氷下魚,こまい,,,Text
水雲,もずく,,,Text
細結び,こまむすび,,,Text
粔籹,おこし,,,Text
魴鮄,ほうぼう,,,Text
翻車魚,まんぼう,,,Text
底翳,そこひ,,,Text
酸辣湯,サンラータン,,,Text
水綿,あおみどろ,,,Text
汗疣,あせも,,,Text
醤蝦,あみ,,,Text
醬蝦,あみ,,,Text
玉筋魚,いかなご,,,Text
稲熱病,いもちびょう,,,Text
空蟬,うつせみ,,,Text
産まず女,うまずめ,,,Text
ＸＯ醬,エックスオージャン,,,Text
鰧,おこぜ,,,Text
お復習い,おさらい,,,Text
蚊絣,かがすり,,,Text
欠けら,かけら,,,Text
舸子,かこ,,,Text
蝤蛑,がざみ,,,Text
可祝,かしく,,,Text
嘉例吉,かりゆし,,,Text
榠樝,かりん,,,Text
常春藤,きづた,,,Text
螽蟖,きりぎりす,,,Text
空中鞦韆,くうちゅうぶらんこ,,,Text
臭味み,くさみ,,,Text
草臥れ,くたびれ,,,Text
剣吞,けんのん,,,Text
肩引き,けんびき,,,Text
希くは,こいねがわくは,,,Text
冀くは,こいねがわくは,,,Text
庶幾くは,こいねがわくは,,,Text
九十路,ここのそじ,,,Text
甲馳,こはぜ,,,Text
小間結び,こまむすび,,,Text
転柿,ころがき,,,Text
枯露柿,ころがき,,,Text
月代,さかやき,,,Text
然様然らば,さようしからば,,,Text
地団太,じだんだ,,,Text
地団駄,じだんだ,,,Text
炸醤麺,ジャージャーめん,,,Text
炸醬麺,ジャージャーめん,,,Text
雀友,ジャンゆう,,,Text
小篭包,"ショウロンポウ,ショーロンポー",,,Text
寿し,すし,,,Text
酸っぱ味,すっぱみ,,,Text
ずんべら坊,ずんべらぼう,,,Text
ずんべら棒,ずんべらぼう,,,Text
せん術,せんすべ,,,Text
天豆,そらまめ,,,Text
塌菜,ターツァイ,,,Text
太平燕,タイピーエン,,,Text
腁胝,たこ,,,Text
出し,だし,,,Text
多当,たとう,,,Text
桶柑,タンカン,,,Text
楽車,だんじり,,,Text
餉台,ちゃぶだい,,,Text
長呂儀,"ちょうろぎ,ちょろぎ",,,Text
草石蚕,ちょろぎ,,,Text
身柱,ちりけ,,,Text
銚釐,ちろり,,,Text
捏芋,つくねいも,,,Text
葛篭,つづら,,,Text
連べ撃ち,つるべうち,,,Text
連べ打ち,つるべうち,,,Text
橐吾,つわぶき,,,Text
天滓,てんかす,,,Text
天汁,てんつゆ,,,Text
甜麺醬,テンメンジャン,,,Text
豆板醬,トウバンジャン,,,Text
縕袍,どてら,,,Text
胡獱,とど,,,Text
泥溝,どぶ,,,Text
友志良賀,ともしらが,,,Text
爆竹焼き,どんどやき,,,Text
何呉れと,なにくれと,,,Text
生利節,なまりぶし,,,Text
生り節,なまりぶし,,,Text
成らず者,ならずもの,,,Text
肉豆蔲,にくずく,,,Text
のっぺら棒,のっぺらぼう,,,Text
山蒜,のびる,,,Text
蘩蔞,はこべ,,,Text
旅篭,はたご,,,Text
発止と,はっしと,,,Text
葩,はなびら,,,Text
波布茶,はぶちゃ,,,Text
魚篭,びく,,,Text
茅蜩,ひぐらし,,,Text
火斑,ひだこ,,,Text
拼音,ピンイン,,,Text
普洱茶,プーアールちゃ,,,Text
脹ら雀,ふくらすずめ,,,Text
豚小間,ぶたこま,,,Text
豚コマ,ぶたこま,,,Text
福子,ふっこ,,,Text
紅柄,ベンガラ,,,Text
変痴奇,へんちき,,,Text
変痴気,へんちき,,,Text
孑孒,ぼうふら,,,Text
文橙,ボンタン,,,Text
麻婆,マーボー,,,Text
麻辣,マーラー,,,Text
忠実やか,まめやか,,,Text
針孔,めど,,,Text
乳父,めのと,,,Text
紅絹,もみ,,,Text
矢声,やごえ,,,Text
赤楝蛇,やまかがし,,,Text
行く立て,ゆくたて,,,Text
梅桃,ゆすらうめ,,,Text
四方山,よもやま,,,Text
楽京,らっきょう,,,Text
乱痴気,らんちき,,,Text
呂色,ろいろ,,,Text
蝋色,ろいろ,,,Text
蠟色,ろいろ,,,Text
若鷺,わかさぎ,,,Text
